seed,scenario_id,true_error,true_weight,bp_iterations,candidate_count,baseline_qubits,baseline_confidence,baseline_logical_risk,baseline_exact,baseline_failure,qdsv_raw_qubits,qdsv_raw_confidence,qdsv_raw_logical_risk,qdsv_raw_exact,qdsv_raw_failure,qdsv_qubits,qdsv_confidence,qdsv_logical_risk,qdsv_exact,qdsv_failure,risk_delta,exact_delta,failure_delta,qdsv_guarded_qubits,qdsv_guarded_confidence,qdsv_guarded_logical_risk,qdsv_guarded_exact,qdsv_guarded_failure,guarded_risk_delta,guarded_exact_delta,guarded_failure_delta,raw_override_attempted,guarded_override_accepted,guarded_override_rejected,guarded_reason,raw_bad_override,guarded_bad_override,raw_successful_override,guarded_successful_override,qdsv_score_margin,uncertainty_low_qdsv_margin,uncertainty_low_decoder_margin,uncertainty_many_candidates,uncertainty_flag_count,evidence_insufficient_flag,timing_decode_ms,timing_candidate_ms,timing_qdsv_ms,timing_total_ms
260719,8,20,1,20,10,20,1000,191,True,False,20,1000,191,True,False,20,1000,191,True,False,0,0,0,20,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,32.81675150901731,False,False,True,1,False,3.740000000107102,40.92249999939668,1.9439999996393453,48.320500000045286
260719,9,2 5,2,20,11,18 23,1000,207,False,False,2 5,917,57,True,False,2 5,917,57,True,False,150,1,0,18 23,1000,207,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,17.380935222672065,True,True,True,3,True,3.5840999998981715,39.27720000046975,2.0946000004187226,46.68839999976626
260719,10,17,1,20,12,17,1000,41,True,False,17,1000,41,True,False,17,1000,41,True,False,0,0,0,17,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,74.27597598454179,False,True,True,2,True,2.9795000000376604,42.369899999357585,2.3010000004433095,49.3968999999197
260719,11,15 17,2,20,12,10 15 22,1000,73,False,False,10 15 22,1000,73,False,False,10 15 22,1000,73,False,False,0,0,0,10 15 22,1000,73,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,39.83485397497236,False,False,True,1,False,4.794500000571134,41.89920000044367,2.3694999999861466,51.0389999999461
260719,12,9,1,20,10,9,1000,191,True,False,9,1000,191,True,False,9,1000,191,True,False,0,0,0,9,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,55.11246700404854,False,False,True,1,False,3.1112999995457358,39.69099999994796,1.881600000160688,46.42300000068644
260719,13,5 10,2,20,11,5 10,1000,57,True,False,5 10,1000,57,True,False,5 10,1000,57,True,False,0,0,0,5 10,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,154.30017476996693,False,False,True,1,False,2.9001000002608635,40.44109999995271,2.1343999997043284,47.43349999989732
260719,14,20 22,2,20,10,20 22,1000,207,True,False,20 22,1000,207,True,False,20 22,1000,207,True,False,0,0,0,20 22,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,113.80019648509392,False,False,True,1,False,3.0870999999024207,38.87899999972433,2.405199999884644,46.24280000007275
260719,15,1,1,20,6,1,1000,41,True,False,1,1000,41,True,False,1,1000,41,True,False,0,0,0,1,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,245.28555046006625,False,False,False,0,False,3.031600000213075,38.20069999983389,1.282100000025821,44.10690000077011
260719,16,5 17,2,20,12,5 17,1000,57,True,False,5 17,1000,57,True,False,5 17,1000,57,True,False,0,0,0,5 17,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,64.22304048582987,False,True,True,2,True,3.0821000000287313,40.175299999646086,2.4290999999720952,47.522400000161724
260719,17,2 23,2,20,8,2 23,1000,57,True,False,2 23,1000,57,True,False,2 23,1000,57,True,False,0,0,0,2 23,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,30.6150981781376,False,True,True,2,True,3.172699999595352,43.850900000506954,1.9818999999188236,51.03410000083386
260719,18,13,1,20,9,13,1000,191,True,False,13,1000,191,True,False,13,1000,191,True,False,0,0,0,13,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,108.79177543246226,False,False,True,1,False,3.5069000005023554,40.689299999939976,1.9335999995746533,47.91500000010274
260719,19,13,1,20,9,13,1000,191,True,False,13,1000,191,True,False,13,1000,191,True,False,0,0,0,13,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,173.24019676113357,False,False,True,1,False,3.2751999997344683,41.25610000028246,1.805400000193913,48.084600000038336
260719,20,13 21,2,20,10,4 5 7,1000,223,False,False,4 5 7,1000,223,False,False,4 5 7,1000,223,False,False,0,0,0,4 5 7,1000,223,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,8.404205428781665,True,True,True,3,True,3.0495999999402557,44.53099999955157,1.9594000004872214,51.28520000016579
260719,21,6,1,20,7,6,1000,41,True,False,6,1000,41,True,False,6,1000,41,True,False,0,0,0,6,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,170.3689906146485,False,False,False,0,False,3.0311999998957617,43.96569999971689,1.5574999997625127,50.383099999635306
260719,22,1 10,2,20,12,1 10,1000,57,True,False,1 10,1000,57,True,False,1 10,1000,57,True,False,0,0,0,1 10,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,95.80198785425102,False,False,True,1,False,3.9027000002533896,46.21649999990041,4.09250000029715,56.6238000001249
260719,23,10,1,20,10,10,1000,41,True,False,10,1000,41,True,False,10,1000,41,True,False,0,0,0,10,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,174.2220049687155,False,False,True,1,False,4.132699999900069,41.10099999979866,1.9543999997040373,48.95319999923231
260719,24,10 21,2,20,10,9,1000,191,False,True,9,1000,191,False,True,9,1000,191,False,True,0,0,0,9,1000,191,False,True,0,0,0,False,False,False,same_as_baseline,False,False,False,False,25.06758662127345,False,False,True,1,False,3.8273000000117463,40.022099999987404,1.9637999994301936,47.5495000000592
260719,25,10,1,20,10,10,1000,41,True,False,10,1000,41,True,False,10,1000,41,True,False,0,0,0,10,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,113.98432305852043,False,False,True,1,False,3.2817000001159613,41.618699999162345,2.1239000006971764,48.84589999983291
260719,26,0,1,20,9,0,1000,41,True,False,0,1000,41,True,False,0,1000,41,True,False,0,0,0,0,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,138.81664611704082,False,False,True,1,False,3.2436000001325738,44.93659999934607,1.8353000004935893,51.843499999449705
260719,27,18,1,20,8,18,1000,191,True,False,18,1000,191,True,False,18,1000,191,True,False,0,0,0,18,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,136.96708671328668,False,False,True,1,False,3.084000000853848,39.717100000416394,1.6630000000077416,46.133399999234825
260719,28,2 3,2,20,7,2 3,1000,207,True,False,1 16,913,57,False,False,1 16,913,57,False,False,150,-1,0,2 3,1000,207,True,False,0,0,0,True,False,True,reject_low_qdsv_margin,True,False,False,False,15.275672064777382,True,False,False,1,False,2.985399999488436,37.73289999935514,1.5045999998619664,44.59320000023581
260719,29,4 13,2,20,8,4 13,1000,207,True,False,4 13,1000,207,True,False,4 13,1000,207,True,False,0,0,0,4 13,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,13.684210526315724,True,False,True,2,True,3.0383000002984772,38.897000000361004,1.6369999993912643,45.21459999978106
260719,30,12 22,2,20,11,12 22,1000,57,True,False,12 22,1000,57,True,False,12 22,1000,57,True,False,0,0,0,12 22,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,119.31012210158269,False,False,True,1,False,3.3848000002763,38.16149999966001,1.9492999999783933,45.15559999981633
260719,31,7,1,20,8,7,1000,191,True,False,7,1000,191,True,False,7,1000,191,True,False,0,0,0,7,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,68.94538566433573,False,False,True,1,False,2.81029999950988,38.610399999924994,1.6330999997080653,44.73689999940689
260719,32,23,1,20,9,23,1000,41,True,False,23,1000,41,True,False,23,1000,41,True,False,0,0,0,23,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,222.08056956201688,False,False,True,1,False,3.0108999999356456,38.09069999988424,1.7602999996597646,44.68139999971754
260719,33,0 7,2,20,12,1 3 23,1000,223,False,False,1 3 23,1000,223,False,False,1 3 23,1000,223,False,False,0,0,0,1 3 23,1000,223,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,44.804971255060764,False,False,True,1,False,3.3336999995299266,39.378100000249106,2.2455999996964238,46.63700000037352
260719,34,12,1,20,8,12,1000,41,True,False,12,1000,41,True,False,12,1000,41,True,False,0,0,0,12,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,143.39425859403752,False,False,True,1,False,2.832200000739249,38.48310000012134,1.6120000000228174,44.60789999939152
260719,35,8 20,2,20,7,0 17,1000,57,False,False,0 17,1000,57,False,False,0 17,1000,57,False,False,0,0,0,0 17,1000,57,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,98.42105263157896,False,False,False,0,False,3.071000000090862,40.353399999730755,1.5139999995881226,46.70880000048783
260719,36,7 8,2,20,11,2 16 18,1000,223,False,False,2 16 18,1000,223,False,False,2 16 18,1000,223,False,False,0,0,0,2 16 18,1000,223,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,27.96286599190273,False,False,True,1,False,3.0588000008719973,38.57090000019525,1.947900000232039,45.16750000038883
260719,37,9,1,20,10,9,1000,191,True,False,9,1000,191,True,False,9,1000,191,True,False,0,0,0,9,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,44.07457226720646,False,False,True,1,False,3.2897000000957632,36.59639999932551,1.9289000001663226,43.49219999949128
260719,38,11,1,20,10,11,1000,41,True,False,11,1000,41,True,False,11,1000,41,True,False,0,0,0,11,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,189.13415807876333,False,False,True,1,False,2.976900000248861,39.040399999976216,1.7806999994718353,45.454699999936565
260719,39,4,1,20,6,4,1000,41,True,False,4,1000,41,True,False,4,1000,41,True,False,0,0,0,4,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,175.4927223960251,False,False,False,0,False,2.795499999592721,38.81850000016129,1.3310000003912137,44.62890000013431
260720,0,4 17,2,20,10,4 17,1000,207,True,False,4 17,1000,207,True,False,4 17,1000,207,True,False,0,0,0,4 17,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,10.744593577475143,True,False,True,2,True,3.408800000215706,41.61089999979595,3.2492999998794403,50.15149999962887
260720,1,14,1,20,13,14,1000,41,True,False,14,1000,41,True,False,14,1000,41,True,False,0,0,0,14,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,102.07233989694521,False,False,True,1,False,3.631900000073074,41.68759999993199,3.240600000026461,50.417100000231585
260720,2,12 21,2,20,10,12 21,1000,207,True,False,12 21,1000,207,True,False,12 21,1000,207,True,False,0,0,0,12 21,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,43.14538056680158,False,False,True,1,False,3.2673999994585756,40.69520000030025,2.2795000004407484,47.95949999970617
260720,3,19,1,20,12,19,1000,41,True,False,19,1000,41,True,False,19,1000,41,True,False,0,0,0,19,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,84.95925128818544,False,False,True,1,False,3.224699999918812,37.76220000054309,2.248900000267895,44.90929999974469
260720,4,18 22,2,20,15,18 22,1000,57,True,False,18 22,1000,57,True,False,18 22,1000,57,True,False,0,0,0,18 22,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,71.05263157894728,False,False,True,1,False,3.2166000000870554,38.27780000028724,2.740300000368734,45.97439999997732
260720,5,8,1,20,11,8,1000,191,True,False,8,1000,191,True,False,8,1000,191,True,False,0,0,0,8,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,89.74201494295176,False,False,True,1,False,3.2540000001972658,39.86400000030699,2.163000000109605,47.05219999959809
260720,6,4 20,2,20,7,1 11 12,1000,373,False,False,4 20,921,57,True,False,4 20,921,57,True,False,316,1,0,4 20,921,57,True,False,316,1,0,True,True,False,accept_guarded_override,False,False,True,True,80.23670311004787,False,False,False,0,False,3.371099999640137,40.55459999926825,1.7227000007551396,48.56329999984155
260720,7,15 20,2,20,10,2 6,1000,207,False,False,2 6,1000,207,False,False,2 6,1000,207,False,False,0,0,0,2 6,1000,207,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,87.89473684210532,False,False,True,1,False,3.2620000001770677,39.50689999965107,2.8442000002542045,47.41280000052939
260720,8,3 8,2,20,15,4 16,1000,57,False,False,4 16,1000,57,False,False,4 16,1000,57,False,False,0,0,0,4 16,1000,57,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,16.315789473684163,True,True,True,3,True,3.2136999998328974,38.80259999914415,2.7699000002030516,46.53390000021318
260720,9,19,1,20,12,19,1000,41,True,False,19,1000,41,True,False,19,1000,41,True,False,0,0,0,19,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,77.46690679057781,False,False,True,1,False,5.362500000046566,43.829899999764166,3.0682999995406135,54.08999999963271
260720,10,7 8,2,20,15,7 8,1000,207,True,False,1 3,906,57,False,False,1 3,906,57,False,False,150,-1,0,7 8,1000,207,True,False,0,0,0,True,False,True,reject_evidence_insufficient,True,False,False,False,11.591461538461544,True,False,True,2,True,3.2446000004711095,50.502699999924516,2.8524999997898703,59.12790000002133
260720,11,0 16,2,20,9,0 16,1000,207,True,False,3 5,940,57,False,False,3 5,940,57,False,False,150,-1,0,0 16,1000,207,True,False,0,0,0,True,False,True,reject_evidence_insufficient,True,False,False,False,29.486198380566748,False,True,True,2,True,10.71959999990213,73.00929999928485,2.5357000004078145,89.03240000017831
260720,12,2,1,20,8,2,1000,41,True,False,2,1000,41,True,False,2,1000,41,True,False,0,0,0,2,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,257.2391338792786,False,False,True,1,False,4.995100000087405,46.53650000000198,1.6364000002795365,54.969200000414276
260720,13,4,1,20,8,4,1000,41,True,False,4,1000,41,True,False,4,1000,41,True,False,0,0,0,4,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,155.4352107103423,False,False,True,1,False,3.2712000001993147,41.54539999944973,1.7014999993989477,48.411299999315816
260720,14,1 11,2,20,11,7 9 15,1000,223,False,False,2 9,905,57,False,False,2 9,905,57,False,False,166,0,0,7 9 15,1000,223,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,22.19960060728738,True,False,True,2,True,3.304300000309013,38.607299999966926,2.228800000011688,45.96719999972265
260720,15,0,1,20,6,0,1000,191,True,False,0,1000,191,True,False,0,1000,191,True,False,0,0,0,0,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,60.39773016194329,False,False,False,0,False,3.935099999580416,41.299200000139535,1.366999999845575,48.31500000000233
260720,16,1,1,20,12,1,1000,41,True,False,1,1000,41,True,False,1,1000,41,True,False,0,0,0,1,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,113.51226564225249,False,False,True,1,False,3.9061999996192753,40.62329999942449,2.282299999933457,48.59349999969709
260720,17,21 23,2,20,11,3 12 17,1000,373,False,False,21 23,923,57,True,False,21 23,923,57,True,False,316,1,0,21 23,923,57,True,False,316,1,0,True,True,False,accept_guarded_override,False,False,True,True,81.28665526315797,False,False,True,1,False,5.886099999770522,43.9249999999447,2.4273999997603823,53.97939999966184
260720,18,13 21,2,20,10,13 21,1000,57,True,False,13 21,1000,57,True,False,13 21,1000,57,True,False,0,0,0,13 21,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,149.58945706661768,False,False,True,1,False,3.3037999992302503,40.39729999931296,1.8018999999185326,47.13210000045365
260720,19,18,1,20,11,18,1000,41,True,False,18,1000,41,True,False,18,1000,41,True,False,0,0,0,18,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,181.52334440559434,False,False,True,1,False,3.535599999850092,37.186499999734224,2.1111000005475944,44.56480000044394
260720,20,21,1,20,10,21,1000,41,True,False,21,1000,41,True,False,21,1000,41,True,False,0,0,0,21,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,120.7431530180346,False,False,True,1,False,3.2248999996227212,38.738500000363274,2.048299999842129,45.80150000037975
260720,21,22,1,20,15,22,1000,41,True,False,22,1000,41,True,False,22,1000,41,True,False,0,0,0,22,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,76.54757664703709,False,False,True,1,False,3.2521000002816436,40.082499999698484,5.423599999630824,51.93119999967166
260720,22,1 3,2,20,15,17 19,1000,207,False,False,1 3,902,57,True,False,1 3,902,57,True,False,150,1,0,17 19,1000,207,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,9.486198380566861,True,True,True,3,True,7.677800000237767,43.122199999743316,2.723100000366685,55.29300000034709
260720,23,12,1,20,10,12,1000,191,True,False,12,1000,191,True,False,12,1000,191,True,False,0,0,0,12,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,96.33122298490991,False,False,True,1,False,3.269400000135647,41.825299999800336,1.9887999997081351,48.87659999985772
260720,24,10 23,2,20,15,12 19,1000,207,False,False,12 19,1000,207,False,False,12 19,1000,207,False,False,0,0,0,12 19,1000,207,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,102.36928739418477,False,False,True,1,False,3.2682999999451567,50.657400000091,6.212500000401633,65.39819999943575
260720,25,10 15,2,20,11,10 15,1000,357,True,False,10 15,1000,357,True,False,10 15,1000,357,True,False,0,0,0,10 15,1000,357,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,11.416251012145835,True,False,True,2,True,4.696899999544257,61.41310000020894,2.2228000007089577,70.18669999979466
260720,26,14,1,20,13,14,1000,41,True,False,14,1000,41,True,False,14,1000,41,True,False,0,0,0,14,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,81.72030391976443,False,False,True,1,False,3.569699999388831,43.005900000025576,4.315799999858427,52.77670000032231
260720,27,1,1,20,12,1,1000,41,True,False,1,1000,41,True,False,1,1000,41,True,False,0,0,0,1,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,77.09264841737206,False,False,True,1,False,4.456399999980931,44.610300000385905,2.6160999996136525,54.212099999858765
260720,28,1 10,2,20,10,21,1000,41,False,True,21,1000,41,False,True,21,1000,41,False,True,0,0,0,21,1000,41,False,True,0,0,0,False,False,False,same_as_baseline,False,False,False,False,175.54229177401544,False,False,True,1,False,3.378299999894807,39.95030000078259,2.5478999996266793,47.636899999815796
260720,29,17,1,20,9,17,1000,191,True,False,17,1000,191,True,False,17,1000,191,True,False,0,0,0,17,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,139.3464382959146,False,False,True,1,False,3.2263000002785702,42.76380000010249,2.5734999999258434,50.47759999979462
260720,30,19,1,20,12,14 22,1000,57,False,False,19,992,41,True,False,19,992,41,True,False,16,1,0,14 22,1000,57,False,False,0,0,0,True,False,True,reject_evidence_insufficient,False,False,True,False,7.955710618329022,True,True,True,3,True,3.4019999993688543,42.49829999935173,3.1447000001207925,50.90409999957046
260720,31,2,1,20,8,7 15,1000,207,False,True,2,913,41,True,False,2,913,41,True,False,166,1,1,2,913,41,True,False,166,1,1,True,True,False,accept_guarded_override,False,False,True,True,27.53501904674272,False,False,True,1,False,3.5308999995322665,41.907699999683246,2.1367999997892184,49.2854999993142
260720,32,3 10,2,20,13,3 10,1000,207,True,False,3 10,1000,207,True,False,3 10,1000,207,True,False,0,0,0,3 10,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,19.73215338608759,True,False,True,2,True,3.1918000004225178,41.328100000100676,3.224699999918812,49.682900000334485
260720,33,5 7,2,20,10,12,1000,191,False,True,12,1000,191,False,True,12,1000,191,False,True,0,0,0,12,1000,191,False,True,0,0,0,False,False,False,same_as_baseline,False,False,False,False,103.5375387743835,False,False,True,1,False,3.430100000514358,39.51020000022254,2.1021000002292567,46.814199999971606
260720,34,4 22,2,20,7,4 22,1000,57,True,False,4 22,1000,57,True,False,4 22,1000,57,True,False,0,0,0,4 22,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,131.0651457489878,False,False,False,0,False,3.949500000089756,39.52039999967383,1.4986999995016959,46.617500000138534
260720,35,22,1,20,15,22,1000,41,True,False,22,1000,41,True,False,22,1000,41,True,False,0,0,0,22,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,142.96306242178878,False,False,True,1,False,3.248400000302354,41.18870000002062,2.855699999599892,49.118199999611534
260720,36,17,1,20,9,17,1000,191,True,False,17,1000,191,True,False,17,1000,191,True,False,0,0,0,17,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,86.78184499447923,False,False,True,1,False,3.4321000002819346,39.61980000076437,1.7869000002974644,46.495499999764434
260720,37,9,1,20,10,9,1000,41,True,False,9,1000,41,True,False,9,1000,41,True,False,0,0,0,9,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,167.15494506808977,False,False,True,1,False,3.2543999996050843,39.51260000030743,1.9093000000793836,47.07039999993867
260720,38,14,1,20,13,14,1000,41,True,False,14,1000,41,True,False,14,1000,41,True,False,0,0,0,14,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,145.675806312109,False,False,True,1,False,3.250100000514067,39.18650000014168,2.7989999998681014,47.02610000003915
260720,39,0 21,2,20,5,0 21,1000,207,True,False,0 21,1000,207,True,False,0 21,1000,207,True,False,0,0,0,0 21,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,159.2432320022083,False,False,False,0,False,4.086099999767612,38.258999999925436,1.2130000004617614,45.26420000001963
260721,0,19,1,20,11,19,1000,191,True,False,19,1000,191,True,False,19,1000,191,True,False,0,0,0,19,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,74.54584751564221,False,False,True,1,False,3.7595000003420864,38.895400000001246,2.1952000006422168,46.567899999899964
260721,1,15,1,20,10,15,1000,41,True,False,15,1000,41,True,False,15,1000,41,True,False,0,0,0,15,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,170.7492776959882,False,False,True,1,False,3.4888000000137254,38.70050000023184,1.8151999993278878,45.62480000004143
260721,2,3 7,2,20,14,3 7,1000,207,True,False,3 7,1000,207,True,False,3 7,1000,207,True,False,0,0,0,3 7,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,16.32124911667279,True,True,True,3,True,3.1041000002005603,37.928800000372576,3.545300000041607,46.92419999992126
260721,3,1 10,2,20,13,0 3,1000,207,False,False,0 3,1000,207,False,False,0 3,1000,207,False,False,0,0,0,0 3,1000,207,False,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,34.38258400809718,False,False,True,1,False,3.433500000028289,48.667699999896286,2.9739000001427485,57.143400000313704
260721,4,4 16,2,20,10,4 16,1000,57,True,False,4 16,1000,57,True,False,4 16,1000,57,True,False,0,0,0,4 16,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,104.83251926757453,False,False,True,1,False,3.7931999995635124,44.53710000052524,2.2785999999541673,52.692999999635504
260721,5,3 13,2,20,8,3 13,1000,207,True,False,3 13,1000,207,True,False,3 13,1000,207,True,False,0,0,0,3 13,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,4.736842105263236,True,True,True,3,True,4.405900000165275,42.7983999998105,1.6412999993917765,50.53270000007615
260721,6,22,1,20,10,22,1000,41,True,False,22,1000,41,True,False,22,1000,41,True,False,0,0,0,22,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,159.9820049687155,False,False,True,1,False,4.640299999664421,40.29030000037892,1.8742000002021086,48.44890000003943
260721,7,20,1,20,8,20,1000,41,True,False,20,1000,41,True,False,20,1000,41,True,False,0,0,0,20,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,23.232935498711754,True,True,True,3,True,3.5780999996859464,38.542100000086066,1.5416999995068181,45.268599999872094
260721,8,14 19,2,20,13,14 19,1000,357,True,False,0 7,794,57,False,False,0 7,794,57,False,False,300,-1,0,14 19,1000,357,True,False,0,0,0,True,False,True,reject_evidence_insufficient,True,False,False,False,3.3205910931174003,True,False,True,2,True,3.1967000004442525,43.43559999961144,2.459100000123726,50.93250000027183
260721,9,11 20,2,20,11,11 20,1000,57,True,False,11 20,1000,57,True,False,11 20,1000,57,True,False,0,0,0,11 20,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,86.59213167096061,False,False,True,1,False,3.361600000062026,41.340499999932945,3.183499999977357,49.69429999982822
260721,10,2 19,2,20,9,2 19,1000,357,True,False,4 7,901,57,False,False,4 7,901,57,False,False,300,-1,0,4 7,901,57,False,False,300,-1,0,True,True,False,accept_guarded_override,True,True,False,False,59.63638056680156,False,False,True,1,False,3.451100000347651,40.01030000017636,1.8460000001141452,47.13089999950171
260721,11,11 21,2,20,13,11 21,1000,57,True,False,11 21,1000,57,True,False,11 21,1000,57,True,False,0,0,0,11 21,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,195.0480168384247,False,False,True,1,False,3.38240000019141,37.77210000043851,2.8263000003789784,45.63659999985248
260721,12,6 19,2,20,8,6 19,1000,207,True,False,4 12 13,923,73,False,False,4 12 13,923,73,False,False,134,-1,0,6 19,1000,207,True,False,0,0,0,True,False,True,reject_evidence_insufficient,True,False,False,False,8.307272451232961,True,False,True,2,True,3.233600000385195,37.93050000058429,1.6472999996040016,44.420500000342145
260721,13,16,1,20,10,16,1000,41,True,False,16,1000,41,True,False,16,1000,41,True,False,0,0,0,16,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,165.40439731321317,False,False,True,1,False,3.5125000003972673,39.967499999875145,1.836100000218721,46.94100000051549
260721,14,21,1,20,8,21,1000,41,True,False,21,1000,41,True,False,21,1000,41,True,False,0,0,0,21,1000,41,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,199.89705033124767,False,False,True,1,False,3.163799999128969,38.62389999994775,1.7023999998855288,45.45309999957681
260721,15,5,1,20,7,5,1000,191,True,False,5,1000,191,True,False,5,1000,191,True,False,0,0,0,5,1000,191,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,164.37089260213475,False,False,False,0,False,3.3852000005936134,40.50619999998162,1.7646999995122314,48.04100000001199
260721,16,5 22,2,20,6,5 22,1000,207,True,False,5 22,1000,207,True,False,5 22,1000,207,True,False,0,0,0,5 22,1000,207,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,129.27349309900626,False,False,False,0,False,3.5068999995928607,38.48019999986718,1.3302999996085418,44.992899999670044
260721,17,20 23,2,20,8,20 23,1000,57,True,False,20 23,1000,57,True,False,20 23,1000,57,True,False,0,0,0,20 23,1000,57,True,False,0,0,0,False,False,False,same_as_baseline,False,False,False,False,77.38093522267206,False,True,True,2,True,4.5086000000083,40.5148999998346,1.858699999502278,48.708799999985786
260721,18,1 18,2,20,11,7,1000,41,False,True,7,1000,41,False,True,7,1000,41,False,True,0,0,0,7,1000,41,False,True,0,0,0,False,False,False,same_as_baseline,False,False,False,False,114.35033005152741,False,False,True,1,False,4.2334999998274725,42.16489999998885,2.1220000007815543,50.316699999712
